Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U51,US5681KSE-AAA-000-RE,SOT95P280X100-3N,173.0,-197.0,180.0,top
U52,US5681KSE-AAA-000-RE,SOT95P280X100-3N,173.0,-219.0,180.0,top
U53,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-65.0,180.0,top
U54,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-87.0,180.0,top
U55,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-109.0,180.0,top
U56,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-131.0,180.0,top
U57,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-153.0,180.0,top
U58,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-175.0,180.0,top
U59,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-197.0,180.0,top
U6,US5681KSE-AAA-000-RE,SOT95P280X100-3N,63.0,-87.0,180.0,top
U60,US5681KSE-AAA-000-RE,SOT95P280X100-3N,195.0,-219.0,180.0,top
U61,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-65.0,180.0,top
U62,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-87.0,180.0,top
U63,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-109.0,180.0,top
U64,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-131.0,180.0,top
U65,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-153.0,180.0,top
U66,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-175.0,180.0,top
U67,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-197.0,180.0,top
U68,US5681KSE-AAA-000-RE,SOT95P280X100-3N,217.0,-219.0,180.0,top
U7,US5681KSE-AAA-000-RE,SOT95P280X100-3N,63.0,-109.0,180.0,top
U8,US5681KSE-AAA-000-RE,SOT95P280X100-3N,63.0,-131.0,180.0,top
U9,US5681KSE-AAA-000-RE,SOT95P280X100-3N,63.0,-153.0,180.0,top
